term,coefficient,std_error,t_value,p_value,ci_lower_95,ci_upper_95
const,9.697111405396452,0.0074238025977958234,1306.218919166249,0.0,9.682560776708065,9.711662034084839
PC1,0.7679450701309763,0.0027724217875743935,276.99431362601416,0.0,0.7625111325407494,0.7733790077212033
PC2,0.007707807521046014,0.007287674682320697,1.0576497795304345,0.29021866352694753,-0.0065760109004843175,0.021991625942576344
PC3,-0.5268285445386333,0.012677899787971725,-41.5548752829287,0.0,-0.5516771864486588,-0.5019799026286077
PC4,1.3216507238882236,0.016967090823644657,77.89495191753345,0.0,1.2883952816475748,1.3549061661288724
PC5,2.180108685794736,0.021604711084317576,100.9089488531616,0.0,2.1377635230878096,2.222453848501662
PC6,3.345511577574667,0.02729468826716127,122.57005996290172,0.0,3.292014078293284,3.39900907685605
