model,n_obs,df_model,df_resid,rss,mse_resid,rmse_resid,r2,adj_r2,f_statistic,f_pvalue,aic,bic,durbin_watson,jarque_bera_stat,jarque_bera_pvalue,skew,kurtosis,condition_number
PCR OLS on selected PCs (M=6),72492.0,6.0,72485.0,289594.99753376376,3.9952403605403015,1.99880973595295,0.6021950975087287,0.6021621689108816,18287.905859362796,0.0,306139.32447959855,306203.66310002806,1.9946250068077682,161959.62849999152,0.0,1.4502779065007847,9.723608742995063,9.84507061280945
