model,split,n_obs,n_predictors,rss,mse,rmse,mae,r2,adj_r2
PCR (M=6),train,72492,6,289594.99753376376,3.994854570625224,1.9987132287112186,1.3736813770920775,0.6021950975087287,0.6021621689108816
PCR (M=6),validation,18123,6,75242.64388475865,4.151776410349206,2.037590834870732,1.3999455469288433,0.595830165333834,0.5956963047129465
