model,n_obs,df_model,df_resid,rss,mse_resid,rmse_resid,r2,adj_r2,f_statistic,f_pvalue,aic,bic,durbin_watson,jarque_bera_stat,jarque_bera_pvalue,skew,kurtosis,condition_number
Regularization-informed best subset OLS,72492.0,5.0,72486.0,289678.93605108047,3.996343239399062,1.9990856008182996,0.602079794571935,0.6020523464988292,21935.229925001044,0.0,306158.33309292333,306213.4804818629,1.9944400348714852,159780.03394546986,0.0,1.4626538884086202,9.658912252255481,90.24690240362021
