subset_size,predictors,subset_tuple,rss,r2,adj_r2,aic,bic,cp,cv_rmse_mean,cv_rmse_se,cv_rmse_min_fold,cv_rmse_max_fold,n_parameters_including_intercept
4,shell_weight + whole_weight_1 + height + diameter,"('shell_weight', 'whole_weight_1', 'height', 'diameter')",294170.6294820836,0.5959097374833882,0.5958874388498392,307271.75145932456,307317.7076167742,4.058518701475469,2.0146743761113006,0.011551306871469656,1.961873958757555,2.0867861736427624,5
4,shell_weight + whole_weight_1 + diameter + sex_I,"('shell_weight', 'whole_weight_1', 'diameter', 'sex_I')",295337.7616948453,0.5943064953001803,0.5942841081960264,307558.7969371553,307604.75309460494,4.074618853392393,2.0183570682293293,0.011200446978756166,1.9708063523890886,2.081469530527012,5
4,shell_weight + whole_weight_1 + height + whole_weight,"('shell_weight', 'whole_weight_1', 'height', 'whole_weight')",295536.53932455013,0.5940334425324336,0.5940110403605976,307607.57140052697,307653.5275579766,4.077360916374582,2.0195013919858362,0.0120260931027952,1.9674124080309514,2.0953455738123368,5
4,shell_weight + whole_weight_1 + diameter + whole_weight,"('shell_weight', 'whole_weight_1', 'diameter', 'whole_weight')",298164.0922250025,0.5904240796834319,0.5904014783386216,308249.23421297345,308295.1903704231,4.113607024916936,2.0280829910642693,0.011239461457008257,1.9824397967140774,2.0867332262561824,5
4,shell_weight + whole_weight_1 + height + whole_weight_2,"('shell_weight', 'whole_weight_1', 'height', 'whole_weight_2')",298064.2316289301,0.5905612541340324,0.5905386603588249,308224.95125254185,308270.9074099915,4.11222948538054,2.0280848744165096,0.012654254030274401,1.9695203858264332,2.113459740789306,5
4,shell_weight + whole_weight_1 + diameter + whole_weight_2,"('shell_weight', 'whole_weight_1', 'diameter', 'whole_weight_2')",300605.2186001099,0.5870708033910634,0.5870480170047261,308840.32367074525,308886.2798281949,4.147281449337664,2.0363226388144215,0.01134407610928894,1.9855931866244714,2.10126012727007,5
4,shell_weight + whole_weight_1 + sex_I + whole_weight,"('shell_weight', 'whole_weight_1', 'sex_I', 'whole_weight')",301344.26263718953,0.5860556085720544,0.5860327661649233,309018.32800142403,309064.28415887366,4.1574762851413345,2.038842294125166,0.011437280292011524,1.9948299672666252,2.101151756607015,5
4,shell_weight + whole_weight_1 + sex_I + whole_weight_2,"('shell_weight', 'whole_weight_1', 'sex_I', 'whole_weight_2')",305224.675744147,0.5807252424718629,0.5807021059228249,309945.84910147043,309991.80525892007,4.211005131178931,2.0518668101043978,0.01177794582640458,2.0016510202960927,2.12277535241207,5
4,shell_weight + whole_weight_1 + whole_weight + whole_weight_2,"('shell_weight', 'whole_weight_1', 'whole_weight', 'whole_weight_2')",308629.24827913963,0.5760485192658642,0.5760251246444432,310749.97136317537,310795.927520625,4.257969934674388,2.0633588654838646,0.011568446261314761,2.016211548652165,2.1283949898747916,5
4,whole_weight_1 + height + sex_I + whole_weight,"('whole_weight_1', 'height', 'sex_I', 'whole_weight')",322721.5330559638,0.5566905192338707,0.556666056393319,313986.6747804076,314032.6309378572,4.452367727214588,2.110748758499002,0.011601438723145995,2.0609370028189096,2.1750289351226177,5
4,whole_weight_1 + height + diameter + whole_weight,"('whole_weight_1', 'height', 'diameter', 'whole_weight')",323716.56869571994,0.5553236791329731,0.5552991408670293,314209.84287761536,314255.799035065,4.466093871337472,2.1138981035192854,0.011153761868612755,2.0689093809314527,2.168377031459508,5
4,shell_weight + height + sex_I + whole_weight,"('shell_weight', 'height', 'sex_I', 'whole_weight')",324769.62552045734,0.5538771376835351,0.5538525195940946,314445.27815170406,314491.2343091537,4.480620395984846,2.1168187627128834,0.012626533291727797,2.053873904583718,2.203466597653245,5
4,whole_weight_1 + height + whole_weight + whole_weight_2,"('whole_weight_1', 'height', 'whole_weight', 'whole_weight_2')",327032.49672450486,0.5507687232898388,0.5507439336709162,314948.6233013369,314994.5794587865,4.511835857057068,2.124916755263469,0.012137060378696279,2.0742174290711635,2.195158099264043,5
4,shell_weight + height + whole_weight + whole_weight_2,"('shell_weight', 'height', 'whole_weight', 'whole_weight_2')",328961.8497393693,0.5481184493055312,0.5480935134383719,315375.0387507591,315420.9949082087,4.5384505595740965,2.130491143204401,0.013480279845554964,2.0634710251240365,2.2239913610405995,5
4,shell_weight + height + diameter + whole_weight,"('shell_weight', 'height', 'diameter', 'whole_weight')",329798.49932722375,0.546969177700185,0.5469441784135654,315559.17379962245,315605.1299570721,4.549991827408539,2.1332299042553755,0.012537214270232492,2.0678657957058375,2.218655892546986,5
4,whole_weight_1 + diameter + sex_I + whole_weight,"('whole_weight_1', 'diameter', 'sex_I', 'whole_weight')",330206.7040029929,0.5464084434933661,0.5463834132641384,315648.8445385188,315694.80069596844,4.555622858084602,2.134240201047411,0.010701907235874011,2.0838058184911388,2.1719952485401985,5
4,shell_weight + diameter + sex_I + whole_weight,"('shell_weight', 'diameter', 'sex_I', 'whole_weight')",331985.85405460134,0.5439644972276337,0.543939332135809,316038.3821565828,316084.3383140324,4.5801655669574215,2.1399132525443054,0.011573825082496119,2.0823998440701,2.2133851063426953,5
4,shell_weight + height + sex_I + whole_weight_2,"('shell_weight', 'height', 'sex_I', 'whole_weight_2')",332271.0977255748,0.5435726695659538,0.5435474828521742,316100.64085154043,316146.59700899007,4.584100396607224,2.141056445455699,0.012078277027366361,2.0843018033937155,2.220250018027074,5
4,whole_weight_1 + diameter + whole_weight + whole_weight_2,"('whole_weight_1', 'diameter', 'whole_weight', 'whole_weight_2')",334630.39920051245,0.54033179282023,0.5403064272673899,316613.55376841885,316659.5099258685,4.616646077164218,2.1485253762016314,0.010375307529353643,2.1006745048040485,2.1849499596627195,5
4,shell_weight + sex_I + whole_weight + whole_weight_2,"('shell_weight', 'sex_I', 'whole_weight', 'whole_weight_2')",335222.8129087976,0.5395180181367383,0.5394926076779325,316741.7766834134,316787.73284086306,4.624818202478531,2.1502824997193635,0.012260205960009669,2.0941882250537227,2.229401875150654,5
4,shell_weight + diameter + whole_weight + whole_weight_2,"('shell_weight', 'diameter', 'whole_weight', 'whole_weight_2')",337004.6483776235,0.5370703830222915,0.5370448374973296,317126.07850610244,317172.03466355207,4.649397955676483,2.156026664264786,0.011788208633158036,2.09585634479223,2.2319976945509716,5
4,shell_weight + height + diameter + whole_weight_2,"('shell_weight', 'height', 'diameter', 'whole_weight_2')",338576.93189725786,0.534910600921277,0.5348849362145527,317463.5009167042,317509.4570741538,4.671087018188682,2.1614473352114407,0.012468136371307089,2.100244025765058,2.244341341049271,5
4,shell_weight + diameter + sex_I + whole_weight_2,"('shell_weight', 'diameter', 'sex_I', 'whole_weight_2')",340861.5174672641,0.5317723583837712,0.531746520501579,317951.0058598017,317996.96201725135,4.7026020208097465,2.168316614998047,0.01124918676060469,2.117308617475704,2.237088723688387,5
4,whole_weight_1 + sex_I + whole_weight + whole_weight_2,"('whole_weight_1', 'sex_I', 'whole_weight', 'whole_weight_2')",345438.35052002606,0.5254853484499739,0.5254591636360596,318917.8972022265,318963.85335967614,4.765737719269742,2.182934462288573,0.010177834619445946,2.137258906063009,2.2278963714257425,5
4,shell_weight + height + diameter + sex_I,"('shell_weight', 'height', 'diameter', 'sex_I')",362557.0367950797,0.5019701034270263,0.5019426209876054,322424.1622079562,322470.1183654058,5.001883587435245,2.2365949740228883,0.011405503992542646,2.1828224408979575,2.3046170891497666,5
4,whole_weight_1 + height + diameter + whole_weight_2,"('whole_weight_1', 'height', 'diameter', 'whole_weight_2')",367344.8258217543,0.49539331182798285,0.49536546646601876,323375.1979510116,323421.1541084612,5.067929344576372,2.2523723931675086,0.012616136692160624,2.1953274438446866,2.330632296379603,5
4,whole_weight_1 + height + diameter + sex_I,"('whole_weight_1', 'height', 'diameter', 'sex_I')",369699.1617606941,0.4921592560376632,0.49213123221303456,323838.3211953353,323884.27735278493,5.100406527423305,2.259607235764832,0.013225538432417814,2.2002750937755513,2.346366122036174,5
4,whole_weight_1 + height + sex_I + whole_weight_2,"('whole_weight_1', 'height', 'sex_I', 'whole_weight_2')",371662.62314727996,0.48946212876651585,0.48943395610817797,324222.3053135603,324268.26147100993,5.127491742158528,2.2655665380930907,0.01652486659288085,2.1974859631767116,2.371994755790091,5
4,whole_weight_1 + diameter + sex_I + whole_weight_2,"('whole_weight_1', 'diameter', 'sex_I', 'whole_weight_2')",385059.076088429,0.47105996470509637,0.4710307765728633,326789.2652406046,326835.2213980542,5.312290795035384,2.304780147427077,0.0090261200732535,2.267131749554223,2.340324879761649,5
4,height + sex_I + whole_weight + whole_weight_2,"('height', 'sex_I', 'whole_weight', 'whole_weight_2')",392002.64692976105,0.46152186306314635,0.4614921485964454,328084.829595727,328130.7857531766,5.408074755214881,2.3263535496953383,0.013621661276752833,2.266438587680973,2.4147975213338904,5
4,height + diameter + sex_I + whole_weight_2,"('height', 'diameter', 'sex_I', 'whole_weight_2')",393556.2143932452,0.45938779044936495,0.45935795821961056,328371.5588656359,328417.5150230855,5.42950563673952,2.331188280813935,0.012964774608775376,2.272115283926889,2.415294752510255,5
4,height + diameter + sex_I + whole_weight,"('height', 'diameter', 'sex_I', 'whole_weight')",395324.3095063749,0.45695902990424575,0.4569290636498776,328696.5078577206,328742.46401517023,5.453895846874841,2.3362988989893423,0.012467982943497855,2.278819771570675,2.4164064946671324,5
